physics,chemistry,maths,biology,total,stream,rank
84,66,0,49,199,PCB,21672
86,46,86,0,218,PCM,6271
35,21,0,48,104,PCB,153678
21,94,0,35,150,PCB,89617
77,84,0,52,213,PCB,11717
70,28,0,86,184,PCB,37050
87,73,0,81,241,PCB,3753
58,37,66,0,161,PCM,46722
33,62,61,0,156,PCM,53574
95,63,0,85,243,PCB,3030
72,95,0,35,202,PCB,20192
34,44,65,0,143,PCM,69371
43,80,0,36,159,PCB,72797
48,86,0,81,215,PCB,13314
21,93,52,0,166,PCM,41821
53,74,25,0,152,PCM,58784
96,34,94,0,224,PCM,6835
45,100,0,37,182,PCB,37921
58,52,0,29,139,PCB,108604
78,46,20,0,144,PCM,67786
51,56,0,73,180,PCB,41242
99,52,0,35,186,PCB,33022
66,90,0,57,213,PCB,14776
27,99,28,0,154,PCM,55197
24,31,0,79,134,PCB,118891
66,48,0,90,204,PCB,18206
36,48,0,21,105,PCB,155043
69,22,23,0,114,PCM,95874
73,69,0,70,212,PCB,14549
43,71,0,43,157,PCB,76531
40,34,0,34,108,PCB,150975
99,20,0,27,146,PCB,98688
58,78,31,0,167,PCM,39868
79,35,0,48,162,PCB,69737
69,35,44,0,148,PCM,61852
27,59,0,44,130,PCB,124146
54,31,45,0,130,PCM,81943
32,36,0,32,100,PCB,157737
57,64,75,0,196,PCM,15384
24,95,0,40,159,PCB,72316
92,59,89,0,240,PCM,2481
57,80,0,64,201,PCB,19125
94,84,100,0,278,PCM,39
60,36,81,0,177,PCM,31427
60,72,0,75,207,PCB,17916
91,89,65,0,245,PCM,2410
67,43,55,0,165,PCM,43271
46,85,0,23,154,PCB,81552
72,96,0,53,221,PCB,10629
68,98,73,0,239,PCM,3445
55,43,0,34,132,PCB,119736
60,22,71,0,153,PCM,55604
57,82,0,33,172,PCB,51041
46,44,58,0,148,PCM,61970
24,20,0,87,131,PCB,122302
88,68,0,20,176,PCB,48062
29,60,0,66,155,PCB,79430
77,88,69,0,234,PCM,4600
54,65,87,0,206,PCM,11887
43,53,87,0,183,PCM,24877
41,70,59,0,170,PCM,36446
56,21,80,0,157,PCM,50603
97,68,0,48,213,PCB,14960
79,65,81,0,225,PCM,6513
83,31,0,78,192,PCB,26680
86,44,0,62,192,PCB,29886
55,20,0,93,168,PCB,57451
77,100,0,44,221,PCB,8779
78,77,99,0,254,PCM,1452
67,56,28,0,151,PCM,58761
20,33,86,0,139,PCM,71930
74,90,0,41,205,PCB,18332
30,72,29,0,131,PCM,81418
39,45,84,0,168,PCM,40433
35,24,41,0,100,PCM,104755
38,31,0,32,101,PCB,157890
26,55,55,0,136,PCM,76417
87,38,0,65,190,PCB,28985
77,87,83,0,247,PCM,2258
23,22,0,34,79,PCB,170628
32,67,69,0,168,PCM,39584
60,56,41,0,157,PCM,51487
27,96,0,62,185,PCB,35430
49,28,79,0,156,PCM,53309
38,49,0,54,141,PCB,106545
56,27,0,70,153,PCB,85222
25,71,57,0,153,PCM,55545
59,33,82,0,174,PCM,32738
91,70,39,0,200,PCM,13141
48,42,0,97,187,PCB,34328
25,80,0,57,162,PCB,69126
73,86,0,92,251,PCB,1706
58,31,0,40,129,PCB,125038
100,94,0,100,294,PCB,1
65,85,69,0,219,PCM,6603
48,74,0,81,203,PCB,20867
66,79,0,60,205,PCB,17710
57,75,64,0,196,PCM,16891
80,52,0,73,205,PCB,16579
76,41,0,71,188,PCB,32868
80,99,0,48,227,PCB,9526
78,34,60,0,172,PCM,34997
83,26,26,0,135,PCM,77378
32,82,75,0,189,PCM,21930
36,98,53,0,187,PCM,22685
29,23,0,84,136,PCB,113603
62,20,70,0,152,PCM,57253
74,78,87,0,239,PCM,4217
100,26,99,0,225,PCM,5106
21,82,32,0,135,PCM,78041
95,64,0,67,226,PCB,9290
26,60,73,0,159,PCM,50144
86,67,0,89,242,PCB,2730
90,20,0,31,141,PCB,104758
96,72,95,0,263,PCM,2409
96,58,0,92,246,PCB,5330
90,93,62,0,245,PCM,2295
84,91,0,25,200,PCB,22851
57,43,0,72,172,PCB,51843
37,36,0,20,93,PCB,164535
97,36,0,71,204,PCB,18944
20,58,43,0,121,PCM,90603
25,25,0,52,102,PCB,158710
29,85,0,22,136,PCB,114198
92,41,0,25,158,PCB,74589
27,48,0,93,168,PCB,59057
72,94,0,31,197,PCB,22529
68,21,0,88,177,PCB,44378
21,24,48,0,93,PCM,110001
82,75,35,0,192,PCM,17983
20,32,47,0,99,PCM,107178
24,92,74,0,190,PCM,20471
99,28,98,0,225,PCM,4965
47,32,43,0,122,PCM,90079
59,33,0,80,172,PCB,52768
33,21,37,0,91,PCM,109778
95,58,0,69,222,PCB,8114
92,59,72,0,223,PCM,6564
100,79,0,20,199,PCB,22010
26,26,98,0,150,PCM,59207
80,39,0,47,166,PCB,62562
89,91,29,0,209,PCM,10519
79,77,0,54,210,PCB,16331
99,92,0,27,218,PCB,9839
98,46,72,0,216,PCM,7868
87,39,41,0,167,PCM,41000
88,74,0,90,252,PCB,1811
20,95,0,91,206,PCB,18938
60,20,66,0,146,PCM,63812
54,25,47,0,126,PCM,86525
46,52,0,84,182,PCB,38374
68,45,0,44,157,PCB,78770
39,78,0,45,162,PCB,67213
80,93,0,50,223,PCB,9462
83,63,0,89,235,PCB,7379
51,79,0,63,193,PCB,25980
86,29,0,63,178,PCB,45235
42,72,0,40,154,PCB,83156
60,84,25,0,169,PCM,39371
58,21,0,93,172,PCB,52762
21,23,0,23,67,PCB,172275
74,86,0,61,221,PCB,8975
24,40,0,96,160,PCB,72709
46,22,64,0,132,PCM,81815
70,55,51,0,176,PCM,30321
68,70,0,70,208,PCB,16639
89,94,0,21,204,PCB,19451
73,46,0,72,191,PCB,30738
40,31,87,0,158,PCM,49961
43,25,0,24,92,PCB,162631
70,25,0,74,169,PCB,55953
21,69,91,0,181,PCM,27139
42,77,0,96,215,PCB,13515
21,98,38,0,157,PCM,51331
20,44,38,0,102,PCM,103520
34,66,0,24,124,PCB,133943
48,46,60,0,154,PCM,54310
20,31,0,32,83,PCB,166678
76,86,0,85,247,PCB,5249
57,93,56,0,206,PCM,10518
38,72,84,0,194,PCM,17737
33,80,0,83,196,PCB,25551
33,58,0,98,189,PCB,29921
66,68,0,36,170,PCB,56007
99,88,59,0,246,PCM,2974
96,54,0,69,219,PCB,9651
94,37,86,0,217,PCM,6575
29,93,68,0,190,PCM,21086
22,79,36,0,137,PCM,74730
26,55,0,82,163,PCB,68016
24,22,54,0,100,PCM,106843
45,88,54,0,187,PCM,22175
86,80,67,0,233,PCM,3721
41,42,36,0,119,PCM,93211
92,47,54,0,193,PCM,18330
93,65,0,72,230,PCB,6488
88,41,0,74,203,PCB,20038
88,95,0,23,206,PCB,16565
43,29,0,81,153,PCB,82899
81,77,49,0,207,PCM,10359
74,32,23,0,129,PCM,83671
43,42,0,66,151,PCB,87510
98,27,0,29,154,PCB,83106
80,61,0,90,231,PCB,7204
92,30,99,0,221,PCM,5966
99,99,0,62,260,PCB,414
37,89,76,0,202,PCM,12544
25,61,0,84,170,PCB,54791
47,83,0,52,182,PCB,38506
94,79,0,68,241,PCB,5839
52,33,94,0,179,PCM,29760
84,46,56,0,186,PCM,23475
79,69,0,97,245,PCB,2878
59,25,0,46,130,PCB,124489
87,61,0,68,216,PCB,12749
38,81,54,0,173,PCM,35346
45,73,0,57,175,PCB,47558
35,96,0,72,203,PCB,19439
84,64,60,0,208,PCM,11012
35,76,0,45,156,PCB,78280
33,85,0,68,186,PCB,34205
85,24,0,25,134,PCB,116692
23,28,0,35,86,PCB,165634
72,41,0,31,144,PCB,101912
96,46,0,89,231,PCB,5632
26,39,0,49,114,PCB,144506
79,23,82,0,184,PCM,23667
61,38,0,78,177,PCB,44202
37,33,0,79,149,PCB,92344
95,41,62,0,198,PCM,14821
63,24,34,0,121,PCM,91374
37,64,0,34,135,PCB,116007
44,73,99,0,216,PCM,6958
74,100,28,0,202,PCM,12550
70,35,0,76,181,PCB,42181
39,37,0,74,150,PCB,89841
94,41,31,0,166,PCM,41814
45,52,97,0,194,PCM,17224
69,33,0,30,132,PCB,120221
46,62,97,0,205,PCM,11943
80,51,27,0,158,PCM,49715
75,44,92,0,211,PCM,9849
91,56,29,0,176,PCM,31371
30,30,0,87,147,PCB,94020
89,32,85,0,206,PCM,10471
67,74,51,0,192,PCM,18939
68,87,40,0,195,PCM,15827
52,72,0,53,177,PCB,45395
90,90,0,44,224,PCB,7561
44,30,83,0,157,PCM,51721
94,83,0,35,212,PCB,12129
29,30,88,0,147,PCM,64688
34,70,0,62,166,PCB,61399
35,70,62,0,167,PCM,39522
69,33,97,0,199,PCM,15390
22,52,0,40,114,PCB,144569
98,60,85,0,243,PCM,2758
45,77,0,46,168,PCB,58626
65,22,0,57,144,PCB,101123
71,31,0,35,137,PCB,112605
47,37,0,23,107,PCB,153500
84,80,96,0,260,PCM,2308
67,46,0,85,198,PCB,21335
69,37,0,50,156,PCB,77765
54,31,0,20,105,PCB,155334
36,94,0,47,177,PCB,44275
23,100,0,75,198,PCB,23131
47,98,0,62,207,PCB,15164
93,21,58,0,172,PCM,35992
49,54,24,0,127,PCM,85310
50,37,0,33,120,PCB,137354
56,31,0,98,185,PCB,35176
97,72,0,36,205,PCB,18376
29,49,37,0,115,PCM,96304
40,55,26,0,121,PCM,90225
89,37,95,0,221,PCM,5505
95,45,100,0,240,PCM,2772
44,30,0,80,154,PCB,83483
89,68,0,72,229,PCB,5908
33,54,0,85,172,PCB,51401
49,45,70,0,164,PCM,42757
36,90,25,0,151,PCM,58881
63,93,73,0,229,PCM,5435
80,42,0,23,145,PCB,97525
66,64,0,65,195,PCB,25355
22,44,0,89,155,PCB,82591
48,41,37,0,126,PCM,87955
25,63,87,0,175,PCM,32795
35,47,22,0,104,PCM,104314
78,99,37,0,214,PCM,8505
55,24,0,100,179,PCB,44389
49,63,0,40,152,PCB,85181
29,24,38,0,91,PCM,108857
94,86,71,0,251,PCM,2433
81,38,20,0,139,PCM,73608
97,90,51,0,238,PCM,4576
91,33,0,31,155,PCB,81329
83,81,0,57,221,PCB,11597
48,66,0,91,205,PCB,19184
75,25,0,51,151,PCB,87425
31,39,0,96,166,PCB,63545
55,98,80,0,233,PCM,3436
32,53,0,36,121,PCB,135550
32,94,0,68,194,PCB,27247
70,82,24,0,176,PCM,32438
89,69,0,50,208,PCB,16902
73,63,0,35,171,PCB,53179
25,98,61,0,184,PCM,23376
63,42,0,46,151,PCB,88967
54,83,39,0,176,PCM,31337
25,56,94,0,175,PCM,32279
24,93,0,77,194,PCB,27220
58,87,68,0,213,PCM,8848
23,80,0,50,153,PCB,85422
80,42,0,93,215,PCB,13141
71,23,0,86,180,PCB,41086
46,29,84,0,159,PCM,49419
84,51,0,99,234,PCB,5687
55,93,87,0,235,PCM,3095
91,76,0,48,215,PCB,12464
45,75,0,40,160,PCB,73923
56,47,76,0,179,PCM,28779
83,48,70,0,201,PCM,13647
41,34,50,0,125,PCM,87732
82,94,87,0,263,PCM,2008
39,37,0,60,136,PCB,113845
77,25,0,42,144,PCB,99304
100,94,0,42,236,PCB,6899
23,27,0,85,135,PCB,117583
45,50,72,0,167,PCM,39216
95,64,0,68,227,PCB,7797
23,92,48,0,163,PCM,44456
22,64,97,0,183,PCM,24879
88,21,0,20,129,PCB,127350
100,26,89,0,215,PCM,9195
94,75,0,22,191,PCB,29344
96,84,65,0,245,PCM,2779
74,39,0,22,135,PCB,117820
95,70,0,46,211,PCB,14698
35,24,71,0,130,PCM,83039
52,52,0,55,159,PCB,73330
87,26,43,0,156,PCM,53134
70,53,0,97,220,PCB,9752
22,74,29,0,125,PCM,88008
69,89,80,0,238,PCM,3814
100,68,49,0,217,PCM,6884
68,77,66,0,211,PCM,9805
22,92,22,0,136,PCM,76578
85,63,0,47,195,PCB,25294
45,51,34,0,130,PCM,82826
78,48,0,88,214,PCB,11929
29,49,0,70,148,PCB,94217
20,55,0,44,119,PCB,139337
59,89,33,0,181,PCM,27845
63,65,72,0,200,PCM,13212
80,81,98,0,259,PCM,457
61,76,41,0,178,PCM,29695
62,25,90,0,177,PCM,30735
57,82,0,55,194,PCB,25901
83,92,37,0,212,PCM,10374
98,31,0,72,201,PCB,19256
97,54,0,25,176,PCB,46298
95,41,91,0,227,PCM,6412
88,81,90,0,259,PCM,2371
96,77,0,35,208,PCB,15981
56,39,36,0,131,PCM,81804
55,69,0,48,172,PCB,53896
79,74,50,0,203,PCM,11808
64,45,0,79,188,PCB,34033
53,51,96,0,200,PCM,13454
40,54,20,0,114,PCM,96231
60,84,53,0,197,PCM,15635
69,49,26,0,144,PCM,66045
89,25,0,44,158,PCB,77090
86,96,0,54,236,PCB,5801
55,94,0,33,182,PCB,38912
67,61,49,0,177,PCM,29796
64,31,0,84,179,PCB,42502
46,78,74,0,198,PCM,15783
74,31,0,51,156,PCB,77700
40,97,41,0,178,PCM,30500
73,26,95,0,194,PCM,16978
54,93,0,56,203,PCB,20747
50,43,35,0,128,PCM,84243
90,22,0,34,146,PCB,96357
80,20,0,42,142,PCB,104640
58,64,0,77,199,PCB,23447
83,39,35,0,157,PCM,51814
31,78,0,97,206,PCB,17075
63,80,44,0,187,PCM,23332
66,54,71,0,191,PCM,19213
50,55,0,49,154,PCB,82230
23,88,91,0,202,PCM,14234
43,98,26,0,167,PCM,41453
91,24,0,43,158,PCB,74231
48,93,98,0,239,PCM,3617
50,38,0,89,177,PCB,47213
97,20,0,80,197,PCB,22269
94,88,34,0,216,PCM,8274
23,62,0,70,155,PCB,81045
39,30,0,38,107,PCB,153913
58,73,39,0,170,PCM,37695
33,77,0,38,148,PCB,93155
49,88,21,0,158,PCM,50416
71,37,0,43,151,PCB,86644
47,98,0,45,190,PCB,30413
34,31,0,67,132,PCB,121130
22,58,27,0,107,PCM,101455
61,51,0,94,206,PCB,17917
71,77,0,88,236,PCB,6318
63,95,0,24,182,PCB,38631
76,28,0,46,150,PCB,91687
53,55,41,0,149,PCM,61889
71,93,29,0,193,PCM,18711
75,66,0,72,213,PCB,14338
25,75,100,0,200,PCM,13186
82,21,73,0,176,PCM,30389
95,34,0,100,229,PCB,6641
81,86,66,0,233,PCM,4475
45,45,0,87,177,PCB,44621
67,75,24,0,166,PCM,41797
66,85,0,88,239,PCB,5382
45,46,69,0,160,PCM,47108
53,84,27,0,164,PCM,42579
48,54,0,47,149,PCB,93224
26,42,0,48,116,PCB,144784
87,61,66,0,214,PCM,7607
75,27,0,91,193,PCB,26874
54,74,0,48,176,PCB,47663
73,35,38,0,146,PCM,63599
82,77,0,79,238,PCB,5376
55,33,0,92,180,PCB,43104
30,88,0,31,149,PCB,90468
94,37,0,43,174,PCB,48596
28,84,60,0,172,PCM,35533
48,48,0,60,156,PCB,79008
86,74,44,0,204,PCM,13466
21,84,79,0,184,PCM,24864
54,72,24,0,150,PCM,60944
91,45,35,0,171,PCM,37061
37,40,0,30,107,PCB,154044
88,56,0,72,216,PCB,10919
90,47,39,0,176,PCM,31362
20,57,0,60,137,PCB,114415
72,78,0,74,224,PCB,7834
39,87,0,98,224,PCB,9292
47,91,26,0,164,PCM,44007
22,79,0,30,131,PCB,123830
68,77,0,59,204,PCB,18399
80,92,76,0,248,PCM,2766
59,83,0,51,193,PCB,29135
100,26,56,0,182,PCM,26863
72,50,58,0,180,PCM,28355
80,54,84,0,218,PCM,8400
36,50,47,0,133,PCM,80506
49,85,94,0,228,PCM,4779
69,88,0,83,240,PCB,5369
36,67,79,0,182,PCM,27052
94,56,0,20,170,PCB,55511
30,75,20,0,125,PCM,88274
29,52,22,0,103,PCM,105070
76,33,0,78,187,PCB,34704
76,25,0,42,143,PCB,103766
40,25,0,78,143,PCB,102490
73,25,50,0,148,PCM,63455
98,92,81,0,271,PCM,1001
43,87,38,0,168,PCM,39279
28,32,0,93,153,PCB,85559
21,82,60,0,163,PCM,45880
25,50,84,0,159,PCM,49308
54,60,69,0,183,PCM,25410
34,75,0,96,205,PCB,17387
49,77,0,27,153,PCB,83144
85,46,0,24,155,PCB,79562
74,56,22,0,152,PCM,58057
55,38,0,45,138,PCB,110114
20,39,53,0,112,PCM,99361
24,85,0,73,182,PCB,39123
100,60,0,72,232,PCB,7613
91,49,91,0,231,PCM,5570
53,87,83,0,223,PCM,6182
65,91,56,0,212,PCM,8182
73,40,0,86,199,PCB,23977
24,35,78,0,137,PCM,74435
91,99,0,93,283,PCB,2308
37,42,61,0,140,PCM,71150
68,90,0,76,234,PCB,7364
33,27,0,20,80,PCB,171434
29,38,89,0,156,PCM,51863
26,92,0,77,195,PCB,26716
22,28,43,0,93,PCM,110033
23,75,0,90,188,PCB,31895
89,77,0,32,198,PCB,24193
31,100,50,0,181,PCM,26102
59,73,0,26,158,PCB,76909
91,52,0,33,176,PCB,47071
25,96,32,0,153,PCM,55866
91,51,0,55,197,PCB,25547
61,75,87,0,223,PCM,7100
62,95,0,71,228,PCB,6899
28,88,0,96,212,PCB,15174
84,67,0,56,207,PCB,17151
38,91,0,32,161,PCB,71784
23,95,0,77,195,PCB,24642
95,61,49,0,205,PCM,11158
100,81,0,24,205,PCB,16250
64,75,0,33,172,PCB,52994
67,78,0,80,225,PCB,10003
65,69,71,0,205,PCM,11902
78,77,89,0,244,PCM,2302
52,41,0,56,149,PCB,93560
96,59,0,34,189,PCB,32517
82,89,99,0,270,PCM,1558
58,50,48,0,156,PCM,53510
74,47,34,0,155,PCM,54733
62,61,0,50,173,PCB,49676
33,65,57,0,155,PCM,54596
100,30,0,70,200,PCB,22563
27,27,91,0,145,PCM,64996
58,74,57,0,189,PCM,20772
76,50,0,48,174,PCB,48421
21,67,0,64,152,PCB,87993
56,76,62,0,194,PCM,16741
56,26,88,0,170,PCM,37522
21,77,93,0,191,PCM,18473
55,53,60,0,168,PCM,38463
23,54,96,0,173,PCM,34065
55,39,0,33,127,PCB,129418
96,78,0,51,225,PCB,8310
54,22,35,0,111,PCM,100019
21,25,33,0,79,PCM,113269
49,93,0,28,170,PCB,54941
71,85,0,89,245,PCB,3551
84,80,0,53,217,PCB,10964
26,73,0,66,165,PCB,64386
22,53,50,0,125,PCM,87945
58,52,0,23,133,PCB,119424
80,64,0,64,208,PCB,15892
50,80,39,0,169,PCM,38216
77,90,0,45,212,PCB,14478
39,29,61,0,129,PCM,82858
48,69,62,0,179,PCM,27835
84,67,0,27,178,PCB,43276
32,69,86,0,187,PCM,21902
86,22,57,0,165,PCM,41571
20,54,0,69,143,PCB,103022
81,79,0,41,201,PCB,19377
23,83,90,0,196,PCM,15451
25,21,42,0,88,PCM,109694
77,80,0,59,216,PCB,12481
98,56,63,0,217,PCM,8292
71,35,0,72,178,PCB,43404
25,83,0,44,152,PCB,84642
60,46,58,0,164,PCM,43758
47,24,66,0,137,PCM,74196
89,93,0,71,253,PCB,2075
81,51,50,0,182,PCM,27173
67,60,0,42,169,PCB,57344
94,50,96,0,240,PCM,2018
99,43,0,29,171,PCB,52600
78,20,0,30,128,PCB,128937
88,26,0,75,189,PCB,30607
79,24,0,62,165,PCB,64488
88,84,69,0,241,PCM,2574
40,62,0,30,132,PCB,119771
79,74,0,82,235,PCB,7071
74,25,70,0,169,PCM,38365
84,93,73,0,250,PCM,2024
78,23,23,0,124,PCM,88105
55,49,20,0,124,PCM,89406
38,63,0,73,174,PCB,48561
76,75,0,64,215,PCB,12605
91,83,0,83,257,PCB,2949
92,70,0,93,255,PCB,2355
50,78,85,0,213,PCM,9934
94,70,96,0,260,PCM,1829
51,91,0,24,166,PCB,62052
39,27,56,0,122,PCM,90883
33,88,42,0,163,PCM,45378
53,56,0,21,130,PCB,122580
92,41,0,45,178,PCB,43484
82,92,79,0,253,PCM,2499
50,87,63,0,200,PCM,14169
72,76,0,20,168,PCB,60665
46,23,91,0,160,PCM,47590
89,77,90,0,256,PCM,728
55,43,0,84,182,PCB,40125
62,75,0,61,198,PCB,22959
33,40,22,0,95,PCM,108066
95,79,64,0,238,PCM,4364
66,28,49,0,143,PCM,68617
73,69,0,34,176,PCB,47524
50,75,0,23,148,PCB,93282
83,91,50,0,224,PCM,5555
60,58,58,0,176,PCM,31352
47,76,30,0,153,PCM,55746
28,55,0,99,182,PCB,40490
35,65,0,59,159,PCB,72788
90,87,0,35,212,PCB,14135
88,95,0,68,251,PCB,1373
22,99,30,0,151,PCM,58270
84,23,0,54,161,PCB,69636
76,23,0,41,140,PCB,106603
76,36,0,93,205,PCB,17235
66,59,61,0,186,PCM,22149
81,43,0,85,209,PCB,16457
30,44,24,0,98,PCM,107064
33,37,0,35,105,PCB,155253
29,51,0,63,143,PCB,103811
68,82,0,45,195,PCB,24944
57,57,41,0,155,PCM,53586
32,74,0,81,187,PCB,35176
63,76,21,0,160,PCM,47981
38,75,0,92,205,PCB,18490
78,95,51,0,224,PCM,6490
39,81,0,54,174,PCB,49234
56,47,65,0,168,PCM,40198
80,23,63,0,166,PCM,41139
41,98,0,91,230,PCB,5292
99,55,75,0,229,PCM,4619
22,99,90,0,211,PCM,10757
85,78,0,67,230,PCB,5789
32,99,32,0,163,PCM,45141
22,76,0,90,188,PCB,30719
85,47,59,0,191,PCM,20052
82,46,0,53,181,PCB,40777
56,100,51,0,207,PCM,11073
56,33,0,59,148,PCB,95196
71,91,0,32,194,PCB,24814
91,92,77,0,260,PCM,2166
80,46,0,100,226,PCB,9413
38,98,0,44,180,PCB,42430
24,77,56,0,157,PCM,52183
36,58,0,52,146,PCB,98272
83,41,0,31,155,PCB,82016
61,52,26,0,139,PCM,73078
81,23,0,56,160,PCB,72966
31,94,40,0,165,PCM,41493
64,61,49,0,174,PCM,34228
29,98,0,93,220,PCB,9056
56,50,88,0,194,PCM,18661
41,97,86,0,224,PCM,6019
61,22,97,0,180,PCM,28360
21,41,0,99,161,PCB,72283
75,33,0,69,177,PCB,44243
26,94,92,0,212,PCM,9489
84,66,24,0,174,PCM,32513
88,21,53,0,162,PCM,44888
71,48,0,64,183,PCB,37727
100,44,0,86,230,PCB,6547
84,65,0,27,176,PCB,45544
37,69,24,0,130,PCM,83107
89,62,54,0,205,PCM,12435
66,81,0,81,228,PCB,6499
44,20,21,0,85,PCM,111900
40,78,61,0,179,PCM,28632
57,49,38,0,144,PCM,66068
87,67,55,0,209,PCM,10169
33,32,47,0,112,PCM,98150
59,28,94,0,181,PCM,25994
37,68,0,77,182,PCB,38283
44,90,23,0,157,PCM,51293
96,29,36,0,161,PCM,47625
38,98,39,0,175,PCM,33379
23,93,49,0,165,PCM,42081
78,60,95,0,233,PCM,3477
74,54,33,0,161,PCM,46617
26,77,54,0,157,PCM,51174
54,56,21,0,131,PCM,82329
94,86,82,0,262,PCM,1212
83,91,0,88,262,PCB,2167
94,36,0,85,215,PCB,12156
54,45,77,0,176,PCM,30660
71,53,0,54,178,PCB,45254
63,65,56,0,184,PCM,25473
26,51,33,0,110,PCM,99305
24,74,74,0,172,PCM,35944
68,52,0,24,144,PCB,99059
81,81,96,0,258,PCM,2292
56,96,97,0,249,PCM,2826
62,23,0,90,175,PCB,48465
75,91,0,59,225,PCB,7395
94,24,58,0,176,PCM,30243
24,82,62,0,168,PCM,39694
76,58,87,0,221,PCM,7543
39,46,0,88,173,PCB,50679
34,73,65,0,172,PCM,35048
23,82,0,25,130,PCB,125989
23,65,96,0,184,PCM,24084
42,52,0,91,185,PCB,35088
88,48,0,77,213,PCB,13273
92,83,50,0,225,PCM,6389
67,87,0,37,191,PCB,30008
51,63,0,28,142,PCB,104907
78,92,70,0,240,PCM,3180
54,82,68,0,204,PCM,12083
20,53,0,41,114,PCB,145908
94,41,0,41,176,PCB,46349
54,82,36,0,172,PCM,35071
68,86,0,40,194,PCB,26040
94,21,0,81,196,PCB,25291
71,62,0,63,196,PCB,24003
70,81,0,73,224,PCB,9493
64,77,0,47,188,PCB,31147
56,84,32,0,172,PCM,35057
74,43,0,90,207,PCB,17474
30,53,0,92,175,PCB,49549
42,79,0,67,188,PCB,31441
72,88,0,92,252,PCB,4361
28,39,0,41,108,PCB,152301
63,94,73,0,230,PCM,3936
98,81,0,67,246,PCB,3257
91,38,100,0,229,PCM,3754
74,91,0,91,256,PCB,1428
32,21,69,0,122,PCM,89459
40,55,27,0,122,PCM,90238
40,21,99,0,160,PCM,49305
65,29,38,0,132,PCM,81677
48,94,72,0,214,PCM,8601
73,60,73,0,206,PCM,11922
36,22,0,88,146,PCB,95934
25,81,0,49,155,PCB,81888
71,75,54,0,200,PCM,14968
37,39,0,28,104,PCB,156755
80,88,26,0,194,PCM,17952
67,22,80,0,169,PCM,39074
48,93,23,0,164,PCM,44612
70,40,0,70,180,PCB,41855
74,66,51,0,191,PCM,19859
37,69,47,0,153,PCM,56374
72,37,0,20,129,PCB,127217
26,79,0,51,156,PCB,80941
63,100,0,28,191,PCB,27558
65,73,0,74,212,PCB,13770
57,82,70,0,209,PCM,9584
79,61,47,0,187,PCM,22766
98,21,0,55,174,PCB,50434
67,52,26,0,145,PCM,65182
46,47,57,0,150,PCM,58835
84,28,31,0,143,PCM,68238
68,99,0,54,221,PCB,8300
54,57,33,0,144,PCM,67120
85,83,0,72,240,PCB,6411
83,97,0,89,269,PCB,2988
35,58,0,50,143,PCB,102258
62,84,54,0,200,PCM,14784
67,53,0,38,158,PCB,77482
87,26,0,30,143,PCB,102015
32,28,0,80,140,PCB,107657
46,93,88,0,227,PCM,5304
32,20,33,0,85,PCM,110741
23,74,36,0,133,PCM,78740
75,90,36,0,201,PCM,14995
85,21,0,90,196,PCB,24804
55,37,100,0,192,PCM,18592
89,51,73,0,213,PCM,9603
38,37,92,0,167,PCM,40372
81,94,39,0,214,PCM,9237
74,60,69,0,203,PCM,12522
57,54,65,0,176,PCM,31198
36,24,0,50,110,PCB,148264
35,82,0,71,188,PCB,33246
58,50,0,63,171,PCB,55747
44,79,0,84,207,PCB,16404
44,65,0,91,200,PCB,21551
76,86,95,0,257,PCM,1905
31,64,0,62,157,PCB,78008
51,46,24,0,121,PCM,92227
68,81,0,72,221,PCB,9928
75,74,0,54,203,PCB,20323
68,78,93,0,239,PCM,2326
84,72,99,0,255,PCM,747
68,26,0,99,193,PCB,26718
88,29,72,0,189,PCM,21478
54,29,49,0,132,PCM,79720
34,30,87,0,151,PCM,57874
99,55,33,0,187,PCM,22979
49,34,0,60,143,PCB,100764
95,96,60,0,251,PCM,1720
25,98,85,0,208,PCM,9699
51,32,0,61,144,PCB,102324
74,40,52,0,166,PCM,42123
92,82,64,0,238,PCM,3933
68,53,0,46,167,PCB,59328
88,38,66,0,192,PCM,18560
94,31,57,0,182,PCM,26704
58,93,0,24,175,PCB,47324
78,49,89,0,216,PCM,7880
85,30,0,73,188,PCB,31811
100,23,61,0,184,PCM,25447
84,24,24,0,132,PCM,81658
87,54,0,87,228,PCB,7454
49,77,0,25,151,PCB,86418
26,87,0,33,146,PCB,97396
89,58,0,68,215,PCB,13537
50,88,59,0,197,PCM,15770
46,47,90,0,183,PCM,26117
22,95,0,72,189,PCB,32933
92,37,0,92,221,PCB,8995
63,32,61,0,156,PCM,52063
30,76,0,95,201,PCB,20418
39,85,36,0,160,PCM,47062
67,33,76,0,176,PCM,31072
44,65,37,0,146,PCM,64236
63,32,23,0,118,PCM,94609
87,92,70,0,249,PCM,3393
39,82,0,42,163,PCB,67376
31,98,0,100,229,PCB,8075
76,53,87,0,216,PCM,7947
100,76,0,57,233,PCB,5397
76,46,35,0,157,PCM,51097
51,57,25,0,133,PCM,80099
53,94,0,64,211,PCB,15794
61,52,0,32,145,PCB,98861
43,36,0,38,117,PCB,140603
24,79,0,28,131,PCB,122597
38,22,46,0,106,PCM,101708
54,29,74,0,157,PCM,51936
56,65,0,63,184,PCB,35910
33,48,0,33,114,PCB,147101
65,75,0,33,173,PCB,51220
41,81,0,61,183,PCB,38738
